word,related fact 
kansas,"Although they did post a 73–46 win over Kentucky, they also saw the end of their 31-game winning streak over rival Kansas State with a 59–55 loss at Allen Fieldhouse, and two nights later blew a seven-point lead in the final 45 seconds of regulation en route to an 89–86 overtime loss at Missouri."
kansas,"Of the 24 seasons the Big 12 conference has been in existence, Kansas has won at least a share of 19 regular-season conference titles."
kansas,"Kansas concluded the year 25–10, the first ten-loss season for Kansas since Roy Williams' 1999–2000 Jayhawks went 24–10."
kansas,"A perennial conference powerhouse, Kansas leads Division I all-time in regular season conference titles with 62 in 113 years of conference play (the MVIAA Conference was created in 1907) through the 2019–20 regular season."
kansas,Every coach that has coached Kansas since the inception of the NCAA Tournament in 1939 has led the team to a Final Four.
kansas,Kansas played in the 2015 World University Games in South Korea as the United States representatives in July 2015.
kansas,"Kansas is the all-time consecutive conference titles record holder with 14 consecutive titles, a streak that ran from 2005 through 2018."
kansas,"Brown left under a cloud, as NCAA sanctions and a postseason probation were levied against Kansas following Brown's departure in the 1988–1989 season as a result of recruiting violations that took place during Brown's tenure."
kansas,"On April 2, 2021, Kansas signed Self to a lifetime contract."
kansas,"Walter Byers, previously a part-time executive assistant, was named executive director in 1951, and a national headquarters was established in Kansas City, Missouri in 1952."
kansas,"Numerous basketball greats would play at Kansas during Allen's era, including Dean Smith, Adolph Rupp, Dutch Lonborg, and Ralph Miller (all future Hall of Fame coaches), Paul Endacott, Bill Johnson, and Clyde Lovellette (Hall of Fame players), two-time Olympic Gold Medalist Bill Hougland, and even former United States Senate Majority Leader Bob Dole."
kansas,"From 1990 to 1999 Kansas compiled a 286–60 record, giving them both the most wins and best winning percentage of any team in that decade."
kansas,"By the time the fall of 2009 arrived, Kansas was the unanimous preseason #1 team in all major publications[which?]."
kansas,The longest winning streak from Kansas was 31 games from 1994–2005.
kansas,The University of Connecticut (UConn) and the University of Kansas (KU) are tied for sixth with four national titles.
kansas,"Rupp was born September 2, 1901 in Halstead, Kansas to Heinrich Rupp, a German immigrant,[1] and Anna Lichi, a Palatinate (Quirnheim, Germany) immigrant."
kansas,"The Jayhawks finished the season with a 37–3 record, the winningest season in Kansas history."
kansas,"Two Jayhawk basketball players have received this honor, former North Carolina head coach Dean Smith, who played guard at Kansas from 1949–1953."
kansas,"The Men's Basketball Championship is mostly played at the Municipal Auditorium in Kansas City, Missouri."
kansas,"Kentucky was determined to not repeat the result it had in the SEC tournament in the NCAA finals, where they defeated fourth ranked Kansas State 68–58."
kansas,He played college basketball at the University of Kansas under coach Phog Allen.
kansas,"Nevertheless, Self led his new Kansas team to the Elite Eight at the NCAA tournament his first year."
kansas,"The first two rounds are played at 16 separate sites, with only the 16 winners at these sites advancing to Kansas City."
kansas,"In the 2007–08 season, Self's Kansas team began the season 20–0 until they suffered their first loss at rival Kansas State, their first loss at Kansas State since 1983."
kansas,"The award is named for the former statistical crew chief of the NAIA men's basketball national tournament in Kansas City, Missouri."
kansas,"Four players from the 2008 Championship have their jersey retired, which is the most players honored to be on a roster in any single season in Kansas basketball history."
kansas,Wilt Chamberlain was known to have dunked on an experimental 12-foot basket set up by Phog Allen at the University of Kansas in the 1950s.
kansas,"On March 10, 1940, the National Association for Intercollegiate Basketball (NAIB) was formed in Kansas City, Missouri."
kansas,The Jayhawks longest played rivalry is with cross-state rival Kansas State.
kansas,"The NCAA was dissatisfied with its Johnson County, Kansas suburban location, noting that its location on the southern edges of the Kansas City suburbs was more than 40 minutes from Kansas City International Airport."
